cmn,yue,count
四种语,四种语,1
种语言,种语言,1
-这房,呢间房,1
这房间,间房-,1
房间是,房-唔,1
间是禁,-唔-,1
是禁止,唔-俾,1
禁止吸,-俾食,1
止吸烟,俾食烟,1
吸烟的,食烟㗎,1
我一走,我一行,1
一走路,一行路,1
走路这,行路呢,1
路这里,路呢度,1
这里就,呢度就,1
里就很,度就-,1
就很痛,就-痛,1
很痛-,-痛到,1
痛--,痛到好,1
---,到好犀,1
---,好犀利,1
她除了,佢除咗,1
除了懂,除咗识,1
了懂得,咗识-,1
懂得弹,识-弹,2
得弹钢,-弹-,1
弹钢琴,弹-琴,2
钢琴还,-琴仲,1
琴还懂,琴仲识,1
还懂得,仲识-,1
得弹吉,-弹结,1
弹吉他,弹结他,1
吉他-,结他添,1
--她,佢识唔,1
-她会,识唔识,1
她会弹,唔识弹,1
会弹钢,识弹-,1
钢琴吗,-琴㗎,1
我想他,我谂佢,1
想他得,谂佢要,1
他得花,佢要用,1
得花两,要用两,1
花两个,用两-,1
两个小,两-粒,1
个小时,-粒钟,1
小时才,粒钟先,1
时才能,钟先-,1
才能把,先-至,1
能把工,-至-,1
把工作,至-做,1
工作做,-做得,1
作做完,做得晒,1
做完-,得晒啲,1
完--,晒啲嘢,1
我真-,我真系,1
真--,真系好,1
--想,系好想,1
-想在,好想喺,1
想在T,想喺T,1
在Ta,喺Ta,1
Tat,Tat,2
ato,ato,2
toe,toe,2
oeb,oeb,2
eba,eba,2
ba写,ba写,1
a写很,a写好,1
写很多,写好多,1
很多很,好多好,1
多很多,多好多,1
很多的,好多句,1
多的句,多句句,1
的句子,句句子,1
句子不,句子但,1
子不过,子但系,1
不过我,但系我,1
过我有,系我有,1
我有别,我有第,1
有别的,有第二,1
别的-,第二啲,1
的-事,二啲嘢,1
-事要,啲嘢要,1
事要做,嘢要做,1
我们还,我哋都,1
们还是,哋都系,1
还是让,都系等,1
是让老,系等老,1
让老师,等老师,1
老师决,老师话,1
师决定,师话事,1
决定吧,话事啦,1
圣诞节,圣诞节,1
诞节-,诞节就,1
节-快,节就快,1
-快到,就快到,1
快到了,快到-,1
到了生,到-生,1
了生意,-生意,1
生意也,生意都,1
意也好,意都好,1
也好了,都好咗,1
好了点,好咗啲,1
-剪刀,包剪-,1
剪刀石,剪--,1
刀石头,---,1
石头布,--𢱕,1
我要和,我要同,1
要和你,要同你,1
和你说,同你讲,1
你说再,你讲拜,1
说再见,讲拜-,1
再见了,拜-拜,1
见了-,-拜喇,1
对了-,话时话,1
了-我,时话我,1
-我有,话我有,1
我有一,我有啲,1
有一件,有啲-,1
一件事,啲-嘢,1
件事要,-嘢要,1
事要告,嘢要同,1
要告诉,要同-,1
告诉你,同-你,1
诉你-,-你讲,1
这里附,呢度附,1
里附近,度附近,1
附近的,附近啲,1
近的电,近啲电,1
的电话,啲电话,1
电话亭,电话亭,1
话亭少,话亭少,1
亭少得,亭少到,1
少得-,少到阿,1
得--,到阿妈,1
--可,阿妈都,1
-可怜,妈都唔,1
可怜-,都唔认,1
怜--,唔认得,1
姆-今,om今,1
-今天,m今日,1
今天-,今日使,1
天--,日使唔,1
--要,使唔使,1
-要留,唔使留,1
要留在,使留喺,1
留在家,留喺屋,2
在家中,喺屋企,2
家中吗,屋企呀,1
可以告,可以-,1
以告诉,以-话,1
告诉我,-话我,2
诉我-,话我知,1
我-我,我知我,1
-我错,知我错,1
我错在,我错喺,1
错在哪,错喺-,1
在哪儿,喺-边,1
哪儿吗,-边呀,1
-电影,套戏好,1
电影-,戏好唔,1
影-好,好唔好,1
-好看,唔好睇,1
好看吗,好睇呀,1
什么水,有咩生,1
么水果,咩生果,1
水果是,生果系,1
果是红,果系红,1
是红色,系红色,1
红色的,红色㗎,1
你是怎,你--,1
是怎么,--点,1
怎么认,-点-,1
么认识,点-识,1
认识她,-识佢,1
识她的,识佢㗎,1
他走路,佢行路,1
走路-,行路嗰,1
路-时,路嗰阵,1
-时常,嗰阵-,1
时常常,阵--,1
常常把,--成,1
常把一,-成日,1
把一-,成日插,1
一-只,日插只,1
-只手,插只手,1
只手插,只手落,1
手插在,手落个,1
插在裤,落个裤,1
在裤袋,个裤袋,1
裤袋里,裤袋度,1
-天色,个天-,1
天色开,天-开,1
色开始,-开始,1
开始暗,开始黑,1
始暗了,始黑-,1
暗了麻,黑-啰,1
了麻烦,-啰喎,1
麻烦你,啰喎唔,1
烦你-,喎唔该,1
你-帮,唔该帮,1
-帮我,该帮我,1
帮我开,帮我开,1
我开-,我开咗,1
开--,开咗盏,1
--灯,咗盏灯,1
-灯-,盏灯佢,1
灯--,灯佢吖,1
我们以,我哋以,1
们以前,哋以前,1
以前住,以前住,1
前住-,前住嗰,1
住-的,住嗰间,1
-的房,嗰间屋,1
的房子,间屋俾,1
房子被,屋俾人,1
子被拆,俾人拆,1
被拆毁,人拆-,1
拆毁了,拆-咗,1
毁了-,-咗喇,1
这间学,呢间学,1
间学校,间学校,1
学校女,学校女,1
校女孩,校女仔,1
女孩比,女仔多,1
孩比-,仔多过,1
比-男,多过男,1
-男孩,过男仔,1
男孩多,男仔-,1
他每天,佢朝朝,1
每天早,朝朝早,1
天早上,朝早-,1
早上都,早-都,1
上都会,-都会,1
都会喝,都会饮,1
会喝一,会饮一,1
喝一杯,饮一杯,1
一杯水,一杯水,1
我在这,我喺呢,1
在这里,喺呢度,2
这里住,呢度住,1
里住了,度住咗,1
住了三,住咗-,1
了三十,咗-卅,1
三十年,-卅年,1
十年了,卅年喇,1
你告诉,你-话,2
告诉了,-话咗,1
诉了-,话咗俾,1
了-我,咗俾我,1
-我-,俾我听,1
我-以,我听之,1
-以后,听之后,1
以后我,之后我,1
后我才,后我先,1
知道这,知-呢,1
道这份,-呢份,1
这份文,呢份文,1
份文件,份文件,1
文件有,文件有,1
件有多,件有几,1
有多-,有几咁,1
多-重,几咁紧,1
-重要,咁紧要,1
我母亲,我阿妈,1
母亲-,阿妈嗰,1
亲-那,妈嗰阵,1
-那-,嗰阵仲,1
那-时,阵仲后,1
-时比,仲后-,1
时比我,后-生,1
比我还,-生过,1
我还要,生过我,1
还要年,过我-,1
要年轻,我--,1
我想和,我想同,1
想和一,想同一,1
和一个,同一个,1
一个喜,一个锺,1
个喜欢,个锺意,1
喜欢打,锺意打,1
欢打电,意打机,1
打电动,打机-,1
电动的,机-嘅,1
动的女,-嘅女,1
的女孩,嘅女仔,1
女孩结,女仔结,1
孩结婚,仔结婚,1
可以再,可以再,1
以再给,以再俾,1
再给我,再俾啲,1
给我一,俾啲-,1
我一点,啲--,1
一点咖,--咖,1
点咖啡,-咖啡,1
咖啡-,咖啡我,1
啡-吗,啡我呀,1
这房间,呢-间,1
房间太,-间房,1
间太小,间房细,1
太小了,房细得,1
小了容,细得济,1
了容-,得济喇,1
容-纳,济喇装,1
-纳不,喇装唔,1
纳不下,装唔落,1
不下五,唔落五,1
下五十,落五十,1
五十-,五十个,1
十-人,十个人,1
中国是,中国系,1
国是亚,国系亚,1
是亚洲,系亚洲,1
亚洲最,亚洲最,1
洲最大,洲最大,1
最大的,最大嘅,2
大的国,大嘅国,1
的国家,嘅国家,1
不用怕,唔使惊,1
用怕他,使惊佢,1
怕他不,惊佢唔,1
他不会,佢唔会,1
不会伤,唔会伤,1
会伤害,会伤害,1
伤害你,伤害你,1
害你的,害你嘅,1
她在学,佢喺学,1
在学校,喺学校,1
学校参,学校参,1
校参加,校参加,1
参加了,参加咗,1
加了很,加咗好,1
了很多,咗好多,1
很多活,好多活,1
多活动,多活动,1
我星期,我星期,1
星期天,星期日,1
期天下,期日晏,1
天下午,日晏昼,1
下午三,晏昼三,1
午三时,昼三点,1
三时会,三点会,1
时会来,点会嚟,1
会来看,会嚟探,1
来看你,嚟探你,1
你收拾,你执-,1
收拾好,执-好,1
拾好东,-好晒,1
好东西,好晒啲,1
东西了,晒啲嘢,1
西了没,啲嘢未,1
了没有,嘢未呀,1
看她-,睇吓佢,1
她-来,吓佢嚟,1
-来了,佢嚟咗,1
来了-,嚟咗喇,1
他帮我,佢帮我,1
帮我把,帮我整,1
我把手,我整-,1
把手表,整--,1
手表修,---,1
表修理,---,1
修理好,--好,1
理好-,-好咗,1
好-了,好咗只,1
-了-,咗只表,1
这里要,呢度要,1
里要小,度要因,1
要小心,要因住,1
小心-,因住俾,1
心-扒,住俾人,1
-扒手,俾人挞,1
扒手-,人挞嘢,1
-这桌,呢张枱,1
这桌子,张枱-,1
桌子和,枱-同,1
子和我,-同我,1
和我们,同我哋,1
我们-,我哋屋,1
们-家,哋屋企,1
-家-,屋企嗰,1
家-的,企嗰张,1
-的一,嗰张一,1
的一样,张一样,1
一样大,一样大,1
请你把,该你话,1
你把你,你话你,1
把你的,话你个,1
你的名,你个名,1
的名字,个名-,1
名字和,名-同,1
字和电,-同电,1
和电话,同电话,1
电话号,电话号,1
话号码,话号码,1
号码告,号码俾,1
码告诉,码俾-,1
告诉我,俾-我,1
诉我-,-我听,1
我--,我听吖,1
老实说,老实讲,1
实说我,实讲我,1
说我其,讲我其,1
我其实,我其实,1
其实想,其实想,1
实想留,实想留,1
想留在,想留喺,1
家中不,屋企唔,1
中不想,企唔想,1
不想出,唔想出,1
想出外,想出街,1
出外的,出街㗎,1
我们可,我哋可,1
们可以,哋可以,1
可以继,可以继,1
以继续,以继续,1
继续玩,继续玩,1
续玩别,续玩唔,1
玩别-,玩唔好,1
别-吵,唔好嘈,1
-吵到,好嘈到,1
吵到别,嘈到-,1
到别人,到-人,1
别人就,-人就,1
人就行,人就-,1
就行了,就-得,1
行了-,-得喇,1
那是什,---,1
是什么,--咩,1
什么声,-咩声,1
么声音,咩声嚟,1
应该去,应该去,1
该去看,该去睇,1
去看牙,去睇牙,1
看牙医,睇牙医,1
牙医-,牙医掹,1
医--,医掹咗,1
--把,掹咗只,1
-把牙,咗只牙,1
把牙拔,只牙佢,1
牙拔掉,牙佢-,1
请你告,该你-,1
诉我-,话我听,1
我-机,我听机,1
-机场,听机场,1
机场怎,机场-,1
场怎么,场-点,1
怎么去,-点去,1
么去-,点去吖,1
-这房,呢间屋,1
这房子,间屋入,1
房子里,屋入-,1
子里面,入-面,1
里面有,-面有,1
面有多,面有几,1
有多少,有几多,1
多少只,几多只,1
少只猫,多只猫,1
只猫-,只猫呀,1
---,唔好唔,1
--别,好唔记,1
-别忘,唔记得,1
别忘了,记得还,1
忘了-,得还返,1
了-把,还返本,1
-把书,返本书,1
把书还,本书-,1
书还给,书-俾,1
还给图,-俾图,1
给图书,俾图书,1
图书馆,图书馆,1
书馆-,书馆喎,1
那本笔,嗰本-,1
本笔记,本-簿,1
笔记本,-簿-,1
记本是,簿-系,1
本是谁,-系边,1
是谁的,系边个,1
别-边,唔好一,1
-边-,好一路,1
边-吃,一路食,1
-吃东,路食嘢,1
吃东西,食嘢一,1
东西边,嘢一路,1
西边说,一路讲,1
边说话,路讲嘢,1
他很少,佢好少,1
很少写,好少写,1
少写信,少写信,1
写信给,写信俾,1
信给他,信俾佢,1
给他的,俾佢阿,1
他的父,佢阿爸,1
我的书,我本书,2
的书在,本书喺,2
书在哪,书喺-,1
在哪里,喺-边,1
你说得,你讲得,1
说得太,讲得太,1
得太快,得太快,2
太快了,太快喇,2
快了我,快喇我,1
了我听,喇我听,1
我听不,我听唔,1
听不懂,听唔明,1
不懂你,唔明你,1
懂你-,明你可,1
可以说,可以讲,1
以说慢,以讲慢,1
说慢一,讲慢少,1
慢一点,慢少少,1
一点吗,少少呀,1
你相信,你-信,1
相信也,-信又,2
信也好,信又好,2
也好不,又好唔,1
好不相,好唔-,1
不相信,唔-信,1
也好对,又好对,1
好对我,好对我,1
对我来,对我嚟,1
我来说,我嚟讲,1
来说没,嚟讲无,1
说没有,讲无-,1
没有什,无--,1
有什么,--咩,1
什么分,-咩分,1
么分别,咩分别,1
我做梦,我发梦,1
做梦也,发梦都,1
梦也没,梦都无,1
也没有,都无-,1
没有想,无-谂,1
有想过,-谂过,1
想过会,谂过会,1
过会在,过会喺,1
会在这,会喺呢,1
这里碰,呢度撞,1
里碰到,度撞到,1
碰到你,撞到你,1
我年轻,我后-,1
年轻的,后-生,1
轻的-,-生嗰,1
的-时,生嗰阵,1
-时候,嗰阵-,1
时候常,阵-成,1
候常常,-成日,1
常常去,成日去,1
常去打,日去打,1
去打棒,去打棒,1
打棒球,打棒球,1
-开摩,揸电-,1
开摩托,电-单,1
摩托车,-单车,1
托车不,单车唔,1
车不戴,车唔戴,1
不戴头,唔戴头,1
戴头盔,戴头盔,1
头盔是,头盔-,1
盔是很,盔-好,1
是很危,-好危,1
很危险,好危险,1
危险的,危险㗎,1
我想在,我想喺,1
想在爸,想喺阿,1
在爸爸,喺阿爸,1
爸爸妈,阿爸阿,1
爸妈妈,爸阿妈,1
妈妈回,阿妈返,1
妈回来,妈返嚟,1
回来之,返嚟之,1
来之前,嚟之前,1
之前把,之前-,1
前把房,前--,1
把房子,---,1
房子打,---,1
子打扫,--执,1
打扫干,-执干,1
扫干净,执干净,1
干净-,干净间,1
净--,净间屋,1
有些苹,有啲苹,1
些苹果,啲苹果,1
苹果从,苹果喺,1
果从-,果喺棵,1
从-树,喺棵树,1
-树上,棵树度,1
树上掉,树度跌,1
上掉了,度跌咗,1
掉了下,跌咗落,1
了下来,咗落嚟,2
我们把,我哋将,1
们把-,哋将道,1
把-门,将道门,1
-门涂,道门油,1
门涂成,门油咗,1
涂成了,油咗做,1
成了绿,咗做绿,1
了绿色,做绿色,1
如果不,如果唔,1
果不下,果唔落,1
不下雨,唔落雨,1
下雨的,落雨嘅,1
雨的话,雨嘅话,1
的话你,嘅话你,1
话你可,话你可,1
你可以,你可以,1
可以去,可以去,1
以去踏,以去踩,1
去踏单,去踩单,1
踏单车,踩单车,1
我想买,我想买,1
想买点,想买啲,1
买点阿,买啲阿,1
点阿司,啲阿士,1
阿司匹,阿士匹,1
司匹林,士匹灵,1
你看-,你睇吓,1
看-你,睇吓你,1
-你吃,吓你食,1
你吃得,你食到,1
吃得-,食到成,1
得-满,到成个,1
-满嘴,成个口,1
满嘴都,个口都,1
嘴都是,口都系,1
都是了,都系喇,1
你--,你识唔,3
--会,识唔识,3
-会说,唔识讲,3
会说义,识讲意,1
说义大,讲意大,1
义大利,意大利,1
大利语,大利文,1
利语吗,利文㗎,1
有棵树,有棵树,1
棵树倒,棵树冧,1
树倒了,树冧咗,1
倒了下,冧咗落,1
下来把,落嚟-,1
来把路,嚟--,1
把路堵,--塞,1
路堵住,-塞住,1
堵住-,塞住咗,1
住-了,住咗条,1
-了-,咗条路,1
他把书,佢--,1
把书撕,--撕,1
书撕烂,-撕烂,1
撕烂-,撕烂咗,1
烂-了,烂咗本,1
-了-,咗本书,1
亲爱的,老-公,1
爱的上,-公上,1
的上床,公上床,1
上床吧,上床啦,1
床吧不,床啦未,1
吧不还,啦未得,1
不还不,未得住,1
还不行,得住呀,1
不行我,住呀我,1
行我在,呀我要,1
我在-,我要喺,1
在-T,要喺T,1
-Ta,喺Ta,1
ba上,ba-,1
a上还,a--,1
上还必,---,1
还必须,---,1
必须翻,--翻,1
须翻译,-翻译,1
翻译一,翻译多,1
译一-,译多几,1
一-些,多几句,1
-些句,几句句,1
些句子,句句子,1
句子-,句子先,1
子--,子先呀,1
会说英,识讲英,2
说英语,讲英文,1
英语吗,英文㗎,1
他是个,佢系个,1
是个好,系个好,1
个好人,个好人,1
永远不,千祈唔,1
远不要,祈唔好,1
不要忘,唔好唔,1
要忘记,好唔记,1
忘记关,唔记得,1
记关-,记得熄,1
关-火,得熄火,1
你开得,你揸得,1
开得太,揸得太,1
我看电,我睇电,1
看电视,睇电视,1
电视看,电视睇,1
视看到,视睇到,1
看到厌,睇到厌,1
到厌烦,到厌喇,1
厌烦了,厌喇-,1
随时问,-有-,1
时问任,有--,1
问任何,---,1
任何问,--问,1
何问题,-问题,1
问题都,问题随,1
题都可,题随便,1
都可以,随便问,1
雪梨离,雪梨离,1
梨离这,梨离呢,1
离这里,离呢度,2
这里很,呢度好,2
里很远,度好远,2
很远-,好远㗎,2
远--,远㗎喎,2
我从来,我--,1
从来没,--冇,1
来没有,-冇-,1
没有看,冇-见,1
有看过,-见过,1
看过他,见过佢,1
过他穿,过佢着,1
他穿牛,佢着牛,1
穿牛仔,着牛仔,1
牛仔裤,牛仔裤,1
京都有,京都有,1
都有许,都有好,1
有许多,有好多,1
许多神,好多神,1
多神社,多神社,1
那--,我嗰阵,1
--时,嗰阵时,1
-时我,阵时唔,1
时我不,时唔-,1
我不知,唔-知,1
不知道,-知-,1
知道该,知-点,1
道该怎,-点做,1
该怎么,点做先,1
怎么办,做先好,1
-滚-,躝开啦,1
她的母,佢嘅母,1
的母语,嘅母语,1
母语是,母语系,1
语是法,语系法,1
是法语,系法文,1
那个正,---,1
个正在,---,1
正在拉,--拉,1
在拉-,-拉紧,1
拉-小,拉紧小,1
-小提,紧小提,1
小提琴,小提琴,1
提琴-,提琴嗰,1
琴-的,琴嗰个,1
-的男,嗰个-,1
的男人,个-人,1
男人是,-人系,1
-每个,啲人个,1
每个人,人个个,1
个人都,个个都,1
人都说,个都话,1
都说我,都话我,1
说我看,话我-,1
我看起,我-同,1
看起来,-同-,1
起来像,同--,1
来像我,--我,1
像我爸,-我老,1
我爸-,我老豆,1
爸-爸,老豆好,1
-爸-,豆好似,1
爸--,好似样,1
我-在,我喺度,1
-在-,喺度帮,1
在-浇,度帮紧,1
-浇-,帮紧啲,1
浇-花,紧啲花,1
-花-,啲花淋,1
花--,花淋水,1
安静-,-静D,1
静--,静D啦,1
我不是,我唔系,1
不是魔,唔系魔,1
是魔法,系魔术,1
魔法师,魔术师,1
书在哪,书喺边,1
你到底,---,1
到底怎,--搞,1
底怎么,-搞咩,1
怎么了,搞咩-,1
么了啊,咩-呀,1
了啊-,-呀你,1
哪本书,边本书,1
本书是,本书系,1
书是您,书系你,1
是您的,系你㗎,1
不要玩,梦-玩,1
要玩-,-玩条,1
玩-钥,玩条锁,1
-钥匙,条锁匙,1
钥匙-,锁匙啦,1
这只老,-只老,1
只老鼠,只老鼠,1
老鼠是,老鼠生,1
鼠是-,鼠生定,1
是-死,生定死,1
-死还,定死-,1
死还是,死--,1
还是活,---,1
是活的,--架,1
你们好,你点-,1
们好吗,点-呀,1
说英文,讲英文,1
英文吗,英文㗎,1
我们学,我哋学,1
们学习,哋学-,1
学习汉,学-中,1
习汉语,-中文,1
悉尼离,雪梨离,1
尼离这,梨离呢,1
悉尼是,悉尼系,1
尼是澳,尼系澳,1
是澳大,系澳-,1
澳大利,澳--,1
大利亚,--洲,1
利亚最,-洲最,1
亚最大,洲最大,1
大的城,大嘅城,1
