wuu,wen,count
了-,哦罢,1
搿眼,居-,1
眼古,-厘,1
古老,厘老,1
老个,老个,1
个习,个习,1
习俗,习俗,1
俗侪,俗沃,1
侪是,沃是,2
是一,是一,1
一代,一代,2
代一,代一,1
代传,代-,1
传统,--,1
统传,-传,1
传下,传下,1
下来,下-,2
来个,-个,1
伊穿,渠着,2
穿啥,着何,1
啥侪,何乜,1
侪-,乜沃,1
-好,沃好,1
好看,好眙,2
房子,屋宕,2
子一,宕一,1
一家,一间,1
家家,间一,1
家着,一间,1
着起,间能,1
起火,能烧,1
火来,烧起,1
伊昨,渠昨,1
昨日,昨夜,1
日啥,夜-,1
啥个,-妆,1
个道,妆嚷,1
道理,嚷冇,1
理勿,冇走,1
勿来,走来,1
伊个,渠个,3
个房,个-,1
房间,-间,1
间-,间里,1
-除,里除,1
除-,除爻,1
-脱,爻一,1
脱张,一张,1
张桌,张桌,1
桌凳,桌-,1
凳别,--,1
别样,-就,1
样物,就-,1
物事,-何,1
事侪,何乜,1
侪呒,乜沃,1
呒没,沃冇,1
过了,过去,1
了三,去三,1
三天,三日,1
天我,日我,1
我侪,我新,2
侪晓,新晓,2
晓得,晓得,3
得原,得原,1
原来,原来,1
来伊,来渠,1
伊失,渠走,1
失踪,走狃,1
踪-,狃宕,1
-了,宕罢,1
侬-,你若,1
个辰,届-,1
辰光,--,1
光回,-走,1
回来,走来,2
侬懂,-你,1
懂勿,你晓,1
勿懂,晓得,1
懂用,得用,1
用搿,用居,1
搿部,居台,1
部照,台-,1
照相,-相,1
相机,相机,1
机-,机啊,1
-伐,啊伐,5
按照,--,1
照我,-我,1
我跟,我叫,1
跟侬,叫你,1
侬-,你訾,1
-讲,訾那,1
讲个,那做,1
个搿,做你,1
搿能,你就,1
能-,就訾,1
--,訾那,1
-做,那做,1
伊老,渠很,2
老欢,很-,1
欢喜,-喜,1
喜垃,喜欢,1
垃-,欢缩,1
-电,缩电,1
电视,电视,2
视浪,视-,1
浪向,-上,1
向看,上眙,1
看网,眙网,1
网球,网球,1
球比,球比,1
比赛,比赛,1
赛个,赛-,1
哀幅,许幅,1
幅画,幅画,1
画是,画是,1
是印,是印,1
印象,印象,1
象派,象派,1
派个,派个,1
个大,个大,1
大师,大师,1
师级,师级,1
级作,级作,1
作-,作品,1
拉垃,位于,1
垃赤,于赤,1
赤道,赤道,1
道附,道边,1
附近,边埏,2
近一,埏一,1
一个,一个,2
个邪,个-,1
邪气,-狭,1
气笑,狭-,1
笑个,-个,1
个区,个区,1
区域,区域,2
域个,域个,1
个热,个热,2
热带,热带,2
带雨,带雨,2
雨林,雨林,2
林-,林正,1
--,正是,1
--,是搭,1
-勿,搭不,1
勿停,不停,1
停个,停能,1
个-,能遭,1
-受,遭受,1
受到,受-,1
到人,-人,1
人类,人类,1
类个,类个,1
个破,个破,1
破坏,破坏,1
坏预,坏预,1
预计,预计,1
计拉,计是,1
拉垃,是-,1
垃两,-二,1
两零,二零,1
零零,零零,2
零年,零年,1
年之,年之,1
之前,之前,2
前搿,前居,1
搿个,居-,1
个区,-区,1
域-,域会,1
-个,会有,1
个五,有五,1
五分,五分,1
分之,分之,1
之四,之四,1
四个,四个,1
林将,林缩,1
将会,缩-,1
得从,--,1
从地,-地,1
地球,地球,1
球浪,球上,1
浪消,上消,1
消失,消失,1
该学,该学,1
学会,学习,1
会控,习控,1
控制,控制,1
制自,制你,1
自家,你己,1
家个,己个,1
个情,个脾,1
情绪,脾气,1
屋里,屋-,2
里向,-宕,2
向乱,宕乱,1
乱七,乱七,1
七八,七八,1
八糟,八糟,1
糟也,糟也,1
也呒,也-,2
呒没,-冇,2
没问,冇问,1
问题,问题,2
题个,题-,1
个但,-但,1
但-,但是,1
-龌,是鏖,1
龌龊,鏖糟,1
龊个,糟个,1
个闲,个-,1
闲话,-话,1
话我,话我,1
我是,我l,1
是-,le,1
-勿,ei,1
勿能,i否,1
能够,否-,1
够接,-落,1
接受,落-,1
受个,--,1
伊像,渠何,1
像啥,何乜,1
啥事,乜事,1
事体,事干,1
体侪,干沃,1
侪依,沃-,1
依靠,-靠,1
靠-,靠渠,1
-老,渠老,1
老公,老公,1
公个,公-,1
坐了,坐居,1
了角,居角,1
角落,角落,1
落里,落里,1
里个,里个,1
个哀,个许,1
哀个,许个,2
个男,个男,2
男人,男个,2
人是,个是,2
人-,人啊,2
谢谢,-请,1
谢侬,请-,1
侬拿,-你,1
拿搿,你逮,1
搿个,逮-,1
个故,-故,1
故事,故事,1
事从,事从,1
从头,从头,1
头到,头到,1
到底,到尾,1
底-,尾匄,1
--,匄卬,1
--,卬你,1
-讲,你讲,2
讲拨,讲一,1
拨阿,一-,1
阿拉,--,2
拉听,-遍,1
侬可,你可,3
可以,可以,6
以带,以带,1
带我,带我,1
我-,我走,1
-去,走去,1
去伐,去伐,1
侬一,你一,1
一定,一定,1
定要,定着,1
要考,着考,1
考虑,考虑,1
虑-,虑灵,1
-清,灵清,1
清爽,清你,1
爽侬,你己,1
侬想,己想,1
想做,想做,1
做哪,做狃,1
哪能,狃能,1
能样,能色,1
样个,色个,1
个工,个工,1
工作,工作,2
侬放,你放,1
放假,放假,1
假打,假打,1
算到,算-,1
到啊,--,1
啊里,--,1
里耷,--,1
耷去,-走,1
去白,走狃,1
白相,狃宕,1
相呢,宕嬉,1
伊拿,渠逮,2
拿苹,逮苹,1
果一,果切,1
一劈,切成,1
劈两,成两,1
两-,两对,1
--,对半,1
搿些,居厘,1
些树,厘树,1
树是,树是,1
是伊,是渠,1
伊拉,渠厘,1
拉种,厘种,1
种-,种起,1
-个,起个,1
瑞士,瑞士,1
士人,士人,1
人大,人大,1
大多,大部,1
多数,部分,1
数会,分会,1
会得,会-,3
得讲,-讲,2
讲三,讲三,1
三四,三四,1
四种,四种,1
种语,种话,1
语言,话-,1
-搿,居个,2
搿房,个房,1
房间,房间,2
间是,间是,1
是禁,是禁,1
禁止,禁止,1
止吃,止吃,1
吃香,吃香,1
香烟,香烟,1
烟个,烟个,1
我一,我一,2
一走,一走,1
走路,走路,1
路-,路居,1
-搿,居宕,1
搿搭,宕哩,1
搭就,哩就,1
就老,就会,1
老痛,会痛,1
痛个,痛-,1
伊除,渠除,1
除脱,除-,1
脱懂,-了,1
懂得,了会,1
得弹,会弹,2
弹钢,弹钢,2
钢琴,钢琴,2
琴还,琴还,1
还懂,还-,1
懂得,-会,1
弹吉,弹吉,1
吉他,吉他,1
伊会,渠会,1
得弹,-弹,1
琴-,琴啊,1
我想,我想,4
想伊,想-,1
伊要,-他,1
要花,他着,1
花两,着两,1
两个,两个,1
个钟,个小,1
钟头,小-,1
头才,-时,1
才好,时-,1
好挪,--,1
挪工,-工,1
作-,作新,1
--,新会,1
-做,会做,1
做光,做好,1
我老,我真,1
老想,真想,1
想拉,想缩,1
拉垃,缩-,1
垃T,-T,2
Ta,Ta,2
at,at,2
to,to,2
oe,oe,2
eb,eb,2
ba,ba,2
a浪,a上,1
浪写,上写,1
写交,写多,1
交关,多显,1
关交,显多,1
交关,多个,2
关句,个句,1
句子,句子,2
子但,子可,1
但是,可惜,1
是我,惜我,1
我-,我还,2
-有,还有,1
有别,有别,1
别个,别样,1
个事,样事,1
事体,事个,2
体要,个着,1
要做,着做,1
拉还,你还,1
还是,还是,1
是等,是匄,1
等老,匄老,1
老师,老师,1
师决,师决,1
决定,决定,1
定伐,定-,1
圣诞,圣诞,1
诞节,诞节,1
节-,节快,1
-到,快到,1
到快,到罢,1
快生,罢生,1
生意,生意,1
意也,意也,1
也好,也好,3
好-,好厘,1
-点,厘了,1
榔头,-铰,1
头剪,铰剪,1
剪刀,剪石,1
刀纸,石-,1
纸头,-头,1
头-,头布,1
我要,我着,1
要帮,着-,1
帮侬,-伉,1
侬-,伉你,1
讲再,讲再,1
再会,再见,1
会了,见爻,1
对个,对爻,1
个我,爻我,1
我有,我有,1
有桩,有件,1
桩事,件事,1
体-,个伉,1
-要,伉你,1
要跟,你-,1
跟侬,--,1
侬讲,-讲,1
搿搭,居宕,2
搭附,宕边,1
近个,埏个,1
个电,个电,1
电话,电话,2
话亭,话亭,1
亭少,亭少,1
少了,少显,1
了可,显少,1
可怜,少-,1
姆今,姆该,1
今朝,该日,1
朝要,日着,1
要留,着-,1
留拉,-缩,1
拉屋,缩屋,1
屋里,屋里,2
里向,里啊,1
向伐,啊伐,1
以告,以伉,1
告诉,伉-,4
诉我,-我,3
我-,我讲,4
-我,讲我,1
我错,我狃,1
错拉,狃宕,1
拉阿,宕-,1
阿里,-赚,1
里搭,赚爻,1
搭伐,爻罢,1
电影,电影,1
影好,影好,1
看伐,眙伐,1
啥个,何乜,1
个水,乜水,1
水果,水果,1
果是,果是,1
是红,是红,1
红颜,红-,1
颜色,--,1
色个,-个,1
侬是,你是,1
是-,是訾,1
哪能,那-,2
能认,-认,1
认得,认识,1
得伊,识渠,1
伊走,渠走,1
走路,走能,1
路个,能届,1
辰光,沃清,1
光常,清清,1
常常,清能,1
常拿,能逮,1
拿一,逮一,1
一只,一只,1
只手,只手,1
手插,手插,1
插拉,插-,1
拉裤,-裤,1
裤袋,裤兜,1
袋里,兜里,1
天色,天-,1
色开,-开,1
开始,开始,1
始暗,始暗,1
暗-,暗爻,1
-了,爻罢,2
了麻,罢麻,1
麻烦,麻烦,1
烦侬,烦你,1
侬帮,你逮,1
帮我,逮我,1
我-,我灯,1
-开,灯开,1
开-,开一,1
-灯,一开,1
拉以,你以,1
以前,以早,1
前住,早住,1
住个,住个,1
个房,个屋,1
子-,宕匄,1
-被,匄渠,1
被拆,渠拆,1
拆-,拆爻,1
-脱,爻罢,2
脱了,罢-,2
搿间,居间,1
间学,间学,1
学堂,学堂,2
堂女,堂奶,1
女小,奶儿,1
小人,儿娒,2
人比,娒比,1
比男,比男,1
男小,男儿,1
人多,娒多,1
伊每,渠每,1
每-,每日,1
-天,日天,1
天早,天-,1
早浪,-光,1
浪向,光-,1
向侪,-沃,1
侪会,沃会,1
会喝,会呷,1
喝一,呷一,1
一杯,一杯,1
杯水,杯水,1
我垃,我缩,1
垃海,缩居,1
海搿,居宕,1
搿搭,宕-,1
搭住,-住,1
住了,住-,1
了三,-三,1
三十,三十,1
十年,十年,1
年-,年爻,1
侬告,你伉,2
诉了,--,1
了我,-我,1
--,讲爻,1
-以,爻以,1
以后,以后,1
后我,后我,1
得搿,得居,1
搿份,居份,1
份文,份文,1
文件,文件,1
件有,件-,1
有得,-恁,1
得多,恁-,1
多少,--,1
少重,-重,1
重要,重要,1
-阿,我阿,1
阿拉,阿-,1
拉姆,--,1
姆妈,-妈,1
妈搿,妈-,1
搿辰,-许,1
辰光,许能,1
光-,能届,1
-比,届比,1
比我,比我,2
我还,我还,1
还要,还-,1
要年,-年,1
年轻,年轻,2
想跟,想伉,1
跟一,伉一,1
个-,个喜,1
-欢,喜欢,1
欢喜,欢-,1
喜打,-打,1
打电,打电,1
电动,电动,1
动个,动个,1
个小,个-,1
小姑,-女,1
姑娘,女个,1
娘结,个结,1
结婚,结婚,1
以再,以再,1
再拨,再匄,1
拨我,匄我,1
一点,一厘,1
点咖,厘咖,1
咖啡,咖啡,1
啡-,啡啊,1
搿房,居房,1
间太,间忒,1
太小,忒小,1
小了,小爻,1
了装,爻坐,1
装勿,坐否,1
勿牢,否入,1
牢五,入五,1
五十,五十,1
十个,十-,1
个人,-人,1
中国,中国,1
国是,国是,1
是亚,是亚,1
亚洲,亚洲,1
洲最,洲最,1
最大,最大,2
大-,大个,1
-个,个个,1
个国,个国,1
国家,国-,1
勿用,覅-,1
用怕,-吓,1
怕伊,吓渠,1
伊勿,渠不,1
勿会,不会,1
会伤,会-,1
伤害,-害,1
害侬,害你,1
侬个,你个,2
伊垃,-渠,1
垃海,渠缩,1
海学,缩学,1
堂-,堂里,1
-参,里参,1
参加,参加,1
加-,加爻,1
-了,爻多,1
了-,多显,1
-交,显多,1
关活,个活,1
活动,活动,1
我礼,我星,1
礼拜,星期,1
拜天,期日,1
天下,日后,1
下半,后半,1
半天,半日,1
天三,日三,1
三点,三点,1
点钟,点-,1
钟会,-会,1
会-,会走,1
来看,来眙,1
看侬,眙你,2
侬收,--,1
收作,--,1
作好,-你,1
好物,你物,1
物事,物事,2
事-,事理,1
-了,理好,1
了-,好罢,1
-伐,罢啊,1
伐-,啊未,1
喏伊,眙渠,1
伊-,渠走,1
来了,来罢,1
伊帮,渠帮,1
帮我,帮我,1
我拿,我逮,1
拿手,逮手,1
表修,表修,1
修理,修-,1
理好,-好,1
好了,好罢,1
搭要,宕着,1
要当,着留,1
当心,留心,1
心扒,心-,1
扒手,-贼,1
搿台,居张,1
台子,张桌,1
子跟,桌伉,1
跟阿,伉卬,1
拉屋,你屋,1
向个,宕个,1
个一,个一,1
一样,一色,1
样大,色大,1
请侬,请你,2
侬拿,你逮,1
拿侬,逮你,1
个名,个名,1
名字,名字,1
字跟,字伉,1
跟电,伉电,1
话号,话号,1
号头,号码,1
头告,码伉,1
-老,讲老,1
老实,老实,1
实讲,实话,1
讲我,话我,1
我其,我其,1
其实,其实,1
实想,实想,1
想留,想留,1
留拉,留-,1
拉屋,-屋,1
里向,里个,1
向勿,个否,1
勿想,否想,1
想-,想走,1
-出,走出,1
出来,出-,1
来个,--,2
拉可,你可,1
以继,以-,1
继续,-接,1
续白,接-,1
白相,-下,1
相-,下嬉,1
-勿,嬉覅,1
要吵,-吵,1
吵到,吵着,1
到别,着别,1
别人,别人,1
人就,人就,1
就可,就-,1
可以,-用,1
以了,用着,1
个是,个何,1
是啥,何乜,1
啥声,乜声,1
声音,声音,1
音-,音啊,1
该去,该走,1
去看,走眙,1
看牙,眙牙,1
牙医,牙医,1
医拿,医逮,1
拿牙,逮牙,1
牙拔,牙拔,1
拔脱,拔爻,1
--,讲一,1
--,一讲,1
-机,讲机,1
机场,机场,1
场-,场訾,1
能去,-走,1
搿房,个屋,1
房子,屋-,1
子里,-里,1
里向,里-,1
向有,-有,1
有多,有几,1
多少,几厘,1
少只,厘只,1
只猫,只猫,1
猫-,猫儿,1
脱拿,爻逮,1
拿书,逮书,1
书还,书匄,1
还拨,匄-,1
拨图,-图,1
图书,图书,1
书馆,书馆,1
馆-,馆里,1
--,里还,1
箇本,许本,1
本-,本笔,1
-簿,笔记,1
簿子,记本,1
子是,本是,1
个-,个啊,1
要边,-边,1
边吃,边吃,1
吃物,吃物,1
事边,事边,1
边讲,边讲,1
讲言,讲-,1
言话,-话,3
老少,很少,1
少-,少匄,1
--,匄渠,1
--,渠爸,1
--,爸妈,1
-写,妈写,1
写信,写信,1
信拨,信-,1
拨伊,--,1
伊个,--,1
个爷,--,1
爷娘,--,1
我个,我个,2
个书,个书,2
书垃,书是,2
垃海,是狃,2
海阿,狃宕,2
阿里,宕啊,2
里搭,啊-,2
侬讲,你讲,1
讲了,讲-,1
了忒,-忒,1
忒快,忒快,1
快了,快爻,2
了我,爻我,1
我听,我听,1
听勿,听否,1
勿懂,否懂,1
懂侬,懂你,1
以讲,以讲,1
讲慢,讲慢,1
慢一,慢一,1
一眼,一厘,1
眼伐,厘伐,1
侬相,你相,1
信也,信也,2
好勿,好否,1
勿相,否相,1
好对,好对,1
对我,对我,1
我来,我-,1
来讲,--,1
讲呒,-冇,1
呒没,冇何,1
没啥,何乜,1
啥分,乜区,1
分别,区别,1
我做,我做,1
做梦,做梦,1
梦也,梦也,1
呒没,--,1
没想,-想,1
想-,想否,1
-到,否到,1
到会,到会,1
会得,会缩,1
得垃,缩-,1
垃搿,-居,1
搿耷,居宕,1
耷踫,宕碰,1
踫着,碰着,1
着侬,着-,1
侬个,-你,1
我年,我年,1
轻-,轻能,1
-个,能届,1
个辰,届清,1
辰光,清清,1
光常,清-,1
常常,-能,1
常去,能走,1
去打,走打,1
打棒,打棒,1
棒球,棒球,1
开摩,开摩,1
摩托,摩托,1
托车,托车,1
车勿,车否,1
勿戴,否戴,1
戴头,戴头,1
头盔,头盔,1
盔是,盔-,1
是老,--,1
老危,-危,1
危险,危险,1
险个,险显,1
个-,显危,1
--,危险,1
想垃,想-,1
垃海,--,1
海爸,--,1
爸爸,-爸,1
爸妈,爸-,1
妈妈,-妈,1
妈回,妈走,1
来之,来之,1
前拿,前逮,1
拿房,逮屋,1
房子,屋里,1
子打,里打,1
打扫,打扫,1
扫干,扫光,1
干净,光生,1
有眼,有厘,1
眼苹,厘苹,1
果从,果缩,1
从书,缩树,1
书高,树上,1
高头,上遁,1
头落,遁落,1
落了,落爻,1
了下,爻-,1
下来,-罢,1
拉挪,你逮,1
挪门,逮门,1
门涂,门涂,1
涂成,涂成,1
成了,成-,1
了绿,-绿,1
绿颜,绿个,1
颜色,个爻,1
如果,当当,1
果勿,当能,1
勿-,能否,1
-落,否下,1
落雨,下雨,1
雨个,雨-,1
个言,--,1
言话,-你,1
话侬,你-,1
侬可,-可,1
以去,以踏,1
去踏,踏踏,1
踏脚,踏脚,1
脚踏,脚-,1
踏车,-车,1
车-,车走,1
--,走去,1
想买,想买,1
买-,买厘,1
-眼,厘儿,1
眼阿,儿阿,1
阿司,阿司,1
司匹,司匹,1
匹林,匹林,1
侬看,-你,1
看看,你眙,1
侬吃,你吃,1
吃得,吃-,1
得来,--,1
来整,-起,1
整个,起满,1
个嘴,满嘴,1
嘴巴,嘴上,1
巴侪,上沃,1
是个,是-,1
个了,--,1
侬-,你会,2
--,会讲,2
-意,讲义,1
意大,义大,1
大利,大利,2
利文,利-,1
文讲,-话,1
讲得,话啊,1
得来,啊-,2
来伐,-伐,2
有棵,有座,1
棵树,座树,1
树倒,树倒,1
倒下,倒下,1
来了,--,1
了拿,-逮,1
拿条,逮-,1
条路,-路,1
路-,路塞,1
-砬,塞爻,1
砬断,爻罢,1
断了,罢-,1
拿本,逮-,1
本书,-书,1
书裁,书剫,1
裁-,剫爻,1
老公,亲爱,1
公上,爱得,1
上-,得走,1
-床,走床,1
床-,床里,1
-啦,里呐,1
啦勿,呐未,1
勿来,未还,1
来自,还未,1
自啊,未呐,1
啊我,呐我,1
我还,我缩,1
还要,缩-,1
要拉,--,1
拉垃,--,1
a浪,a-,1
浪翻,--,1
翻翻,-上,1
翻几,上还,1
几句,还有,1
句-,有厘,1
-句,厘句,1
子哦,子着,1
哦-,着翻,1
--,翻译,1
-英,讲英,1
英文,英语,2
文讲,语-,1
讲得,-啊,1
个好,个好,1
好人,好人,1
记-,记逮,1
--,逮火,1
-关,火关,1
关火,关爻,1
-滚,走开,1
滚蛋,开来,1
侬开,你开,1
开了,开-,1
了太,-忒,1
太快,忒快,1
我看,我眙,2
看电,眙电,1
视看,视眙,1
看-,眙烦,1
-了,烦起,1
了怨,起-,1
怨煞,-爻,1
煞了,爻罢,1
--,随便,1
--,便若,1
-有,若能,1
有-,能届,1
--,届问,1
--,问何,1
--,何乜,1
-问,乜问,1
题-,题沃,1
-就,沃可,1
就问,可-,1
问好,-以,1
好唻,以-,1
悉尼,雪梨,1
尼-,梨伉,1
--,伉居,1
--,居宕,1
-离,宕远,1
离箇,远-,1
箇墶,-显,1
墶老,显-,1
老远,-远,1
远个,远-,2
我从,我从,1
从来,从来,1
来呒,来-,1
没看,冇眙,1
看过,眙过,1
过伊,过渠,1
穿牛,着牛,1
牛仔,牛仔,1
仔裤,仔裤,1
京都,京都,1
都有,都有,1
有老,有-,1
老多,-多,1
多-,多显,1
-个,显多,1
个神,多神,1
神社,神社,1
我当,我许,1
当辰,许能,1
辰光,能届,1
光勿,届否,1
勿晓,否晓,1
得该,得訾,1
该哪,訾那,1
能办,能妆,1
滚-,滚远,1
-蛋,远哩,1
个母,个母,1
母语,母语,1
语是,语是,1
是法,是法,1
法国,法-,1
国闲,--,1
闲话,-语,1
哀个,恰是,1
个垃,是搭,1
垃海,搭-,1
海拉,-拉,1
拉小,拉小,1
小提,小提,1
提琴,提琴,1
琴-,琴个,1
--,个许,1
-个,许个,1
是啥,是乜,1
啥人,乜人,1
-人,每个,1
人人,个人,1
人侪,人沃,1
侪讲,沃讲,1
讲我,讲我,1
看上,眙着,1
上起,着伉,1
起像,伉我,1
像阿,我-,1
拉爸,-爸,1
爸-,爸相,1
-爸,相像,1
我垃,我是,1
垃海,是得,1
海浇,得浇,1
浇花,浇花,1
静一,静一,1
一点,一-,1
点好,--,1
好伐,-厘,1
我勿,我否,1
是魔,是魔,1
魔法,魔法,1
法师,法师,1
侬哪,你到,1
哪-,到底,1
-恁,底訾,1
恁勒,訾那,1
勒啦,那爻,1
阿里,若本,1
里簿,本-,1
簿书,-书,1
书是,书是,1
是侬,是你,1
侬额,你个,1
--,覅狡,1
-钥,狡锁,1
钥匙,锁匙,1
匙孛,匙-,1
孛相,--,1
相勿,--,1
勿来,--,1
-只,居只,1
只老,只老,1
老鼠,老鼠,1
鼠-,鼠是,1
-死,是死,1
死个,死个,1
个还,个还,1
还-,还是,1
-活,是活,1
活个,活个,1
再会,再会,1
侬-,你厘,3
-哪,厘好,1
哪能,好啊,1
能-,啊伐,1
侬会,你会,1
讲英,讲英,1
文-,语啊,1
谢谢,谢谢,1
谢侬,谢-,1
侬噢,--,1
拉学,厘学,1
学习,学习,1
习中,习-,1
中国,-汉,1
国言,汉-,1
言话,-语,1
悉尼,悉尼,2
尼离,尼伉,1
离箇,伉居,1
箇墶,居宕,1
墶老,宕死,1
老-,死人,1
-远,人远,1
尼是,尼是,1
是澳,是澳,1
澳大,澳大,1
利亚,利亚,1
亚最,亚最,1
大个,大个,1
个城,个城,1
城市,城市,1
世界,世界,2
界哴,界-,2
哴向,-上,2
向有,上有,2
有超,有超,2
超过,超过,2
过八,过八,2
八十,八十,2
十万,十万,2
万个,万个,2
个人,个人,2
人讲,人用,1
讲巴,用巴,1
巴斯,巴斯,2
斯克,斯克,2
克言,克-,2
人讲,人讲,1
讲巴,讲巴,1
-比,厘比,1
-高,还高,1
高-,高哩,1
侬好,你好,1
好-,好啊,1
-为,厘訾,1
为啥,訾那,1
啥勿,那就,1
勿-,就冇,1
-相,冇相,1
信我,信我,1
我-,我呢,1
伊拉,渠个,1
拉爷,个爸,1
爷娘,爸妈,1
娘对,妈对,1
对伊,对渠,1
伊期,渠期,1
期望,期望,1
望过,望忒,1
过高,忒高,1
覅隑,覅-,1
隑了,-靠,1
了墙,靠墙,1
墙头,墙上,1
头浪,上赖,1
